"filename", "language", "JavaScript", "PHP", "JSON", "XML", "Markdown", "SCSS", "PostCSS", "MS SQL", "comment", "blank", "total"
"/home/zougmore/annuaire5/app/View/Components/AppLayout.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 3, 4, 18
"/home/zougmore/annuaire5/app/View/Components/GuestLayout.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 3, 4, 18
"/home/zougmore/annuaire5/backup.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 32, 0, 1, 33
"/home/zougmore/annuaire5/bootstrap/app.php", "PHP", 0, 14, 0, 0, 0, 0, 0, 0, 2, 3, 19
"/home/zougmore/annuaire5/bootstrap/providers.php", "PHP", 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/home/zougmore/annuaire5/composer.json", "JSON", 0, 0, 83, 0, 0, 0, 0, 0, 0, 1, 84
"/home/zougmore/annuaire5/composer.lock", "JSON", 0, 0, 10406, 0, 0, 0, 0, 0, 0, 1, 10407
"/home/zougmore/annuaire5/config/app.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 82, 22, 127
"/home/zougmore/annuaire5/config/auth.php", "PHP", 0, 29, 0, 0, 0, 0, 0, 0, 74, 14, 117
"/home/zougmore/annuaire5/config/cache.php", "PHP", 0, 57, 0, 0, 0, 0, 0, 0, 34, 18, 109
"/home/zougmore/annuaire5/config/conges.php", "PHP", 0, 36, 0, 0, 0, 0, 0, 0, 1, 4, 41
"/home/zougmore/annuaire5/config/database.php", "PHP", 0, 109, 0, 0, 0, 0, 0, 0, 43, 23, 175
"/home/zougmore/annuaire5/config/dompdf.php", "PHP", 0, 33, 0, 0, 0, 0, 0, 0, 243, 26, 302
"/home/zougmore/annuaire5/config/excel.php", "PHP", 0, 105, 0, 0, 0, 0, 0, 0, 247, 29, 381
"/home/zougmore/annuaire5/config/filesystems.php", "PHP", 0, 36, 0, 0, 0, 0, 0, 0, 32, 13, 81
"/home/zougmore/annuaire5/config/ldap.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/home/zougmore/annuaire5/config/logging.php", "PHP", 0, 79, 0, 0, 0, 0, 0, 0, 33, 21, 133
"/home/zougmore/annuaire5/config/mail.php", "PHP", 0, 57, 0, 0, 0, 0, 0, 0, 43, 19, 119
"/home/zougmore/annuaire5/config/permission.php", "PHP", 0, 34, 0, 0, 0, 0, 0, 0, 121, 48, 203
"/home/zougmore/annuaire5/config/queue.php", "PHP", 0, 52, 0, 0, 0, 0, 0, 0, 44, 17, 113
"/home/zougmore/annuaire5/config/sanctum.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 54, 14, 85
"/home/zougmore/annuaire5/config/services.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 11, 8, 39
"/home/zougmore/annuaire5/config/session.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 160, 35, 218
"/home/zougmore/annuaire5/database/factories/UserFactory.php", "PHP", 0, 30, 0, 0, 0, 0, 0, 0, 14, 6, 50
"/home/zougmore/annuaire5/database/migrations/2025_08_14_125431_create_parametres_table.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 6, 4, 34
"/home/zougmore/annuaire5/database/migrations/2025_08_14_125512_create_permission_tables.php", "PHP", 0, 60, 0, 0, 0, 0, 0, 0, 6, 8, 74
"/home/zougmore/annuaire5/database/migrations/2025_08_16_124846_create_cache_table.php", "PHP", 0, 25, 0, 0, 0, 0, 0, 0, 6, 5, 36
"/home/zougmore/annuaire5/database/migrations/2025_08_17_132954_create_users_table.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 3, 4, 33
"/home/zougmore/annuaire5/database/migrations/2025_08_22_080139_add_photo_to_users_table.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 8, 5, 32
"/home/zougmore/annuaire5/database/migrations/2025_08_22_201852_add_missing_columns_to_users_table.php", "PHP", 0, 27, 0, 0, 0, 0, 0, 0, 3, 7, 37
"/home/zougmore/annuaire5/database/migrations/2025_08_23_104147_add_poste_and_date_embauche_to_users_table.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 2, 4, 30
"/home/zougmore/annuaire5/database/migrations/2025_08_23_220446_create_demandes_table.php", "PHP", 0, 26, 0, 0, 0, 0, 0, 0, 6, 4, 36
"/home/zougmore/annuaire5/database/migrations/2025_08_24_015101_add_motif_to_demandes_table.php", "PHP", 0, 21, 0, 0, 0, 0, 0, 0, 3, 4, 28
"/home/zougmore/annuaire5/database/migrations/2025_08_24_015658_fix_demandes_table_structure.php", "PHP", 0, 17, 0, 0, 0, 0, 0, 0, 8, 4, 29
"/home/zougmore/annuaire5/database/migrations/2025_08_24_155332_add_duree_urgence_to_demandes_table.php", "PHP", 0, 18, 0, 0, 0, 0, 0, 0, 7, 4, 29
"/home/zougmore/annuaire5/database/migrations/2025_08_26_092252_add_direction_to_users_table.php", "PHP", 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/home/zougmore/annuaire5/database/migrations/2025_08_26_152421_add_role_to_users_table.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 2, 5, 30
"/home/zougmore/annuaire5/database/migrations/2025_08_26_162259_add_is_active_to_users_table.php", "PHP", 0, 36, 0, 0, 0, 0, 0, 0, 7, 4, 47
"/home/zougmore/annuaire5/database/migrations/2025_08_27_232729_add_justificatif_to_demandes_table.php", "PHP", 0, 20, 0, 0, 0, 0, 0, 0, 3, 4, 27
